GrLivArea,SalePrice
1644,275000
907,109008
1208,195400
1412,175000
987,85400
1198,79900
1365,122500
1604,181000
630,81000
1661,212000
1118,116000
904,119000
694,90350
1196,110000
2402,555000
1440,118000
1573,162900
1258,172500
1908,210000
1689,127500
1888,190000
1886,199900
1376,119500
1183,120000
813,110000
1533,280000
1756,204000
1590,210000
1728,188000
1242,175500
1344,98000
1663,256000
1666,161000
1203,110000
1935,263435
1135,155000
864,62383
1660,188700
1040,124000
1414,178740
1277,167000
1644,146500
1634,250000
1710,187000
1502,212000
1969,190000
1072,148000
1976,440000
1652,251000
970,132500
1493,208900
2643,380000
1718,297000
1131,89471
1850,326000
1792,374000
1826,155000
1216,164000
999,132500
1113,147000
1073,156000
1484,175000
2414,160000
630,86000
1304,115000
1578,133000
1456,172785
1269,155000
886,91300
720,34900
3228,430000
1820,184000
899,130000
912,120000
1218,113000
1768,226700
1214,140000
1801,289000
1322,147000
1960,124500
1911,215000
1218,208300
1378,161000
1041,124500
1363,164900
1368,202665
864,129900
1080,134000
789,96500
2020,402861
2119,158000
2344,265000
1796,211000
2080,234000
1294,106250
1244,150000
1664,159000
4676,184750
2398,315750
1266,176000
928,132000
2713,446261
605,86000
2515,200624
1509,175000
1362,128000
827,107500
334,39300
1414,178000
1347,107500
1724,188000
864,111250
1159,158000
1601,272000
1838,315000
2285,248000
1680,213250
767,133000
1496,179665
2183,229000
1635,210000
768,129500
825,125000
2094,263000
1069,140000
928,112500
1717,255500
1126,108000
2046,284000
1048,113000
1092,141000
1336,108000
1446,175000
1557,234000
1392,121500
1389,170000
996,108000
1674,185000
2295,268000
1647,128000
2504,325000
1535,214000
2132,316600
943,135960
1728,142600
864,120000
1692,224500
1430,170000
1109,139000
1216,118500
1477,145000
1320,164500
1392,146000
1795,131500
1429,181900
2042,253293
816,118500
2775,325000
1573,133000
2028,369900
838,130000
860,137000
1473,143000
935,79500
1582,185900
2296,451950
816,138000
848,140000
924,110000
1826,319000
1368,114504
1402,194201
1647,217500
1556,151000
1904,275000
1375,141000
1915,220000
1200,151000
1494,221000
1986,205000
1040,152000
2008,225000
3194,359100
1029,118500
2153,313000
1032,148000
1872,261500
1120,147000
630,75500
1054,137500
1509,183200
832,105500
1828,314813
2262,305000
864,67000
2614,240000
980,135000
1512,168500
1790,165150
1116,160000
1422,139900
1520,153000
2080,135000
1350,168500
1750,124000
1554,209500
1411,82500
1056,139400
1056,144000
3395,200000
800,60000
1387,93000
796,85000
1567,264561
1518,274000
1929,226000
2704,345000
1620,152000
1766,370878
981,143250
1048,98300
1094,155000
1839,155000
630,84500
1665,205950
1510,108000
1716,191000
1469,135000
2113,350000
1092,88000
1053,145500
1502,149000
1458,97500
1486,167000
1935,197900
2448,402000
1392,110000
1181,137500
2097,423000
1936,230500
2380,129000
1679,193500
1437,168000
1180,137500
1476,173500
1369,103600
1208,165000
1839,257500
1136,140000
1441,148500
1774,87000
792,109500
2046,372500
988,128500
923,143000
1520,159434
1291,173000
1668,285000
1839,221000
2090,207500
1761,227875
1102,148800
1419,392000
1362,194700
848,141000
4316,755000
2519,335000
1073,108480
1539,141500
1137,176000
616,89000
1148,123500
894,138500
1391,196000
1800,312500
1164,140000
2576,361919
1812,140000
1484,213000
1092,55000
1824,302000
1324,254000
1456,179540
904,109900
729,52000
1178,102776
1228,189000
960,129000
1479,130500
1350,165000
2554,159500
1178,157000
2418,341000
971,128500
1742,275000
848,143000
864,124500
1470,135000
1698,320000
864,120500
1680,222000
1232,194500
1776,110000
1208,103000
1616,236500
1146,187500
2031,222500
1144,131400
948,108000
1768,163000
1040,93500
1801,239900
1200,179000
1728,190000
1432,132000
912,142000
1349,179000
1464,175000
1337,180000
2715,299800
2256,236000
2640,265979
1720,260400
1529,98000
1140,96500
1320,162000
1494,217000
2098,275500
1026,156000
1471,172500
1768,212000
1386,158900
1501,179400
2531,290000
864,127500
1301,100000
1547,215200
2365,337000
1494,270000
1506,264132
1714,196500
1750,160000
1836,216837
3279,538000
858,134900
1220,102000
1117,107000
912,114500
1973,395000
1204,162000
1614,221500
894,142500
2020,144000
1004,135000
1253,176000
1603,175900
1430,187100
1110,165500
1484,128000
1342,161500
1652,139000
2084,233000
901,107900
2087,187500
1145,160200
1062,146800
2013,269790
1496,225000
1895,194500
1564,171000
1285,143500
773,110000
3140,485000
1768,175000
1688,200000
1196,109900
1456,189000
2822,582933
1128,118000
1428,227680
980,135500
1576,223500
1086,159950
2138,106000
1309,181000
848,144500
1044,55993
1442,157900
1250,116000
1661,224900
1008,137000
1689,271000
1052,155000
1358,224000
1640,183000
936,93000
1733,225000
1489,139500
1489,232600
2084,385000
784,109500
1434,189000
2126,185000
1223,147400
1392,166000
1200,151000
1829,237000
1516,167000
1144,139950
1067,128000
1559,153500
987,100000
1099,144000
1200,130500
1482,140000
1539,157500
1165,174900
1800,141000
1416,153900
1701,171000
1775,213000
864,133500
2358,240000
1855,187000
848,131500
1456,215000
1646,164000
1445,158000
1779,170000
1040,127000
1026,147000
1481,174000
1370,152000
2654,250000
1426,189950
1039,131500
1097,152000
1148,132500
1372,250580
1002,148500
1646,248900
1120,129000
2320,169000
1949,236000
894,109500
1682,200500
910,116000
1268,133000
1131,66500
2610,303477
1040,132250
2224,350000
1155,148000
864,136500
1090,157000
1717,187500
1593,178000
2230,118500
892,100000
1709,328900
1712,145000
1393,135500
2217,268000
1505,149500
924,122900
1683,172500
1068,154500
1383,165000
1535,118858
1796,140000
951,106500
2240,142953
2364,611657
1236,135000
858,110000
1306,153000
1509,180000
1670,240000
902,125500
1063,128000
1636,255000
2057,250000
902,131000
1484,174000
2274,154300
1268,143500
1015,88000
2002,145000
1224,173733
1092,75000
480,35311
1229,135000
2127,238000
1414,176500
1721,201000
2200,145900
1316,169990
1617,193000
1686,207500
1868,178000
